source,level,rank,russian,translations,detail_path,page_url
openrussian,B1,166,брать,to take; to pick; to grab; to hire,/ru/%D0%B1%D1%80%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,167,о́браз,shape; manner,/ru/%D0%BE'%D0%B1%D1%80%D0%B0%D0%B7,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,168,письмо́,letter (written communication); writing (action); script,/ru/%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE',https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,169,живо́й,alive; live,/ru/%D0%B6%D0%B8%D0%B2%D0%BE'%D0%B9,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,170,отноше́ние,relationship; attitude; regard; ratio,/ru/%D0%BE%D1%82%D0%BD%D0%BE%D1%88%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,171,се́рдце,heart; temper; love,/ru/%D1%81%D0%B5'%D1%80%D0%B4%D1%86%D0%B5,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,172,ко,to; by,/ru/%D0%BA%D0%BE,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,173,нача́льник,boss,/ru/%D0%BD%D0%B0%D1%87%D0%B0'%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,174,пройти́,to pass; to get to; to make one's way; to be held (event),/ru/%D0%BF%D1%80%D0%BE%D0%B9%D1%82%D0%B8',https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,175,начина́ть,to begin,/ru/%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,176,вокру́г,around,/ru/%D0%B2%D0%BE%D0%BA%D1%80%D1%83'%D0%B3,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,177,появи́ться,to appear/show up,/ru/%D0%BF%D0%BE%D1%8F%D0%B2%D0%B8'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,178,чёрный,black; (colloquial) dark; rough,/ru/%D1%87%D1%91%D1%80%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,179,солда́т,soldier,/ru/%D1%81%D0%BE%D0%BB%D0%B4%D0%B0'%D1%82,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,180,забы́ть,to forget; to neglect; to leave; to let it go,/ru/%D0%B7%D0%B0%D0%B1%D1%8B'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,181,вспо́мнить,to recall,/ru/%D0%B2%D1%81%D0%BF%D0%BE'%D0%BC%D0%BD%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,182,не́бо,sky; heaven; air,/ru/%D0%BD%D0%B5'%D0%B1%D0%BE,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,183,зате́м,then,/ru/%D0%B7%D0%B0%D1%82%D0%B5'%D0%BC,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,184,систе́ма,system,/ru/%D1%81%D0%B8%D1%81%D1%82%D0%B5'%D0%BC%D0%B0,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,185,во́здух,air (usually uncountable); (figuratively) atmosphere; (religion) veil,/ru/%D0%B2%D0%BE'%D0%B7%D0%B4%D1%83%D1%85,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,186,о́ба,both,/ru/%D0%BE'%D0%B1%D0%B0,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,187,со́бственный,one's own,/ru/%D1%81%D0%BE'%D0%B1%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,188,пыта́ться,to attempt,/ru/%D0%BF%D1%8B%D1%82%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,189,находи́ться,be situated; to be here,/ru/%D0%BD%D0%B0%D1%85%D0%BE%D0%B4%D0%B8'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,190,держа́ть,to hold; to take,/ru/%D0%B4%D0%B5%D1%80%D0%B6%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,191,проси́ть,to request; to ask a favour; to beg,/ru/%D0%BF%D1%80%D0%BE%D1%81%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,192,показа́ть,to show; to display; to reveal; to point; to depose,/ru/%D0%BF%D0%BE%D0%BA%D0%B0%D0%B7%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,193,ра́зный,different,/ru/%D1%80%D0%B0'%D0%B7%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,194,ребя́та,lads; children,/ru/%D1%80%D0%B5%D0%B1%D1%8F'%D1%82%D0%B0,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,195,кварти́ра,flat; apartment,/ru/%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8'%D1%80%D0%B0,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,196,выходи́ть,to go out; to use up; to be published; to marry,/ru/%D0%B2%D1%8B%D1%85%D0%BE%D0%B4%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,197,вы́ходить,rear; nurse; go over,/ru/%D0%B2%D1%8B'%D1%85%D0%BE%D0%B4%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,198,подня́ть,to lift; to increase,/ru/%D0%BF%D0%BE%D0%B4%D0%BD%D1%8F'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,199,генера́л,general,/ru/%D0%B3%D0%B5%D0%BD%D0%B5%D1%80%D0%B0'%D0%BB,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,200,называ́ть,to call,/ru/%D0%BD%D0%B0%D0%B7%D1%8B%D0%B2%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=150
openrussian,B1,201,тре́тий,third; third course (time),/ru/%D1%82%D1%80%D0%B5'%D1%82%D0%B8%D0%B9,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,202,посла́ть,to send; to swear (at),/ru/%D0%BF%D0%BE%D1%81%D0%BB%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,203,подойти́,to approach; to suit,/ru/%D0%BF%D0%BE%D0%B4%D0%BE%D0%B9%D1%82%D0%B8',https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,204,рассказа́ть,to tell; to relate,/ru/%D1%80%D0%B0%D1%81%D1%81%D0%BA%D0%B0%D0%B7%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,205,осо́бенно,particularly,/ru/%D0%BE%D1%81%D0%BE'%D0%B1%D0%B5%D0%BD%D0%BD%D0%BE,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,206,кровь,blood,/ru/%D0%BA%D1%80%D0%BE%D0%B2%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,207,встать,to get up; to rise (sun); to arise; to stop,/ru/%D0%B2%D1%81%D1%82%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,208,шаг,step; pace; tread,/ru/%D1%88%D0%B0%D0%B3,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,209,спра́шивать,to ask; to demand,/ru/%D1%81%D0%BF%D1%80%D0%B0'%D1%88%D0%B8%D0%B2%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,210,хозя́ин,owner; landlord; boss; man; (computers) host,/ru/%D1%85%D0%BE%D0%B7%D1%8F'%D0%B8%D0%BD,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,211,внима́ние,attention; heed,/ru/%D0%B2%D0%BD%D0%B8%D0%BC%D0%B0'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,212,сле́довать,to follow; should,/ru/%D1%81%D0%BB%D0%B5'%D0%B4%D0%BE%D0%B2%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,213,поста́вить,to put,/ru/%D0%BF%D0%BE%D1%81%D1%82%D0%B0'%D0%B2%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,214,бро́сить,to throw; to send urgently; to give up; to abandon,/ru/%D0%B1%D1%80%D0%BE'%D1%81%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,215,вро́де,seem; like,/ru/%D0%B2%D1%80%D0%BE'%D0%B4%D0%B5,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,216,вели́кий,great; outstanding in significance or merit,/ru/%D0%B2%D0%B5%D0%BB%D0%B8'%D0%BA%D0%B8%D0%B9,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,217,наприме́р,for example,/ru/%D0%BD%D0%B0%D0%BF%D1%80%D0%B8%D0%BC%D0%B5'%D1%80,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,218,оста́вить,to leave; to abandon; to drop; to keep,/ru/%D0%BE%D1%81%D1%82%D0%B0'%D0%B2%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,219,действи́тельно,really,/ru/%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8'%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,220,шко́ла,school; academy; university,/ru/%D1%88%D0%BA%D0%BE'%D0%BB%D0%B0,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,221,равно́,is indifferent; equally; anyway,/ru/%D1%80%D0%B0%D0%B2%D0%BD%D0%BE',https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,222,труд,work/labor,/ru/%D1%82%D1%80%D1%83%D0%B4,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,223,капита́н,captain,/ru/%D0%BA%D0%B0%D0%BF%D0%B8%D1%82%D0%B0'%D0%BD,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,224,сюда́,here,/ru/%D1%81%D1%8E%D0%B4%D0%B0',https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,225,тяжёлый,heavy; difficult,/ru/%D1%82%D1%8F%D0%B6%D1%91%D0%BB%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,226,па́рень,boy; guy; boyfriend,/ru/%D0%BF%D0%B0'%D1%80%D0%B5%D0%BD%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,227,гру́ппа,group; band (music),/ru/%D0%B3%D1%80%D1%83'%D0%BF%D0%BF%D0%B0,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,228,любо́вь,love,/ru/%D0%BB%D1%8E%D0%B1%D0%BE'%D0%B2%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,229,отвеча́ть,to answer,/ru/%D0%BE%D1%82%D0%B2%D0%B5%D1%87%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,230,у́хо,ear,/ru/%D1%83'%D1%85%D0%BE,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,231,уходи́ть,leave,/ru/%D1%83%D1%85%D0%BE%D0%B4%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,232,чтоб,to,/ru/%D1%87%D1%82%D0%BE%D0%B1,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,233,расска́зывать,to tell; to relate,/ru/%D1%80%D0%B0%D1%81%D1%81%D0%BA%D0%B0'%D0%B7%D1%8B%D0%B2%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,234,молча́ть,to be silent,/ru/%D0%BC%D0%BE%D0%BB%D1%87%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,235,отве́т,answer,/ru/%D0%BE%D1%82%D0%B2%D0%B5'%D1%82,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,236,гото́вый,ready; ready; finished,/ru/%D0%B3%D0%BE%D1%82%D0%BE'%D0%B2%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,237,явля́ться,"appear; literally ""is""",/ru/%D1%8F%D0%B2%D0%BB%D1%8F'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,238,два́дцать,twenty,/ru/%D0%B4%D0%B2%D0%B0'%D0%B4%D1%86%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,239,бе́рег,shore,/ru/%D0%B1%D0%B5'%D1%80%D0%B5%D0%B3,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,240,по́мощь,help,/ru/%D0%BF%D0%BE'%D0%BC%D0%BE%D1%89%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,241,мужчи́на,man,/ru/%D0%BC%D1%83%D0%B6%D1%87%D0%B8'%D0%BD%D0%B0,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,242,моме́нт,moment (time); aspect,/ru/%D0%BC%D0%BE%D0%BC%D0%B5'%D0%BD%D1%82,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,243,останови́ться,to stop/It stops by itself; to stay (as a visitor),/ru/%D0%BE%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,244,ли́чный,personal (of a given person); (grammar) personal,/ru/%D0%BB%D0%B8'%D1%87%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,245,газе́та,newspaper,/ru/%D0%B3%D0%B0%D0%B7%D0%B5'%D1%82%D0%B0,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,246,дли́нный,long,/ru/%D0%B4%D0%BB%D0%B8'%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,247,ви́дно,evidently; it is visible; one is outstanding,/ru/%D0%B2%D0%B8'%D0%B4%D0%BD%D0%BE,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,248,про́тив,against,/ru/%D0%BF%D1%80%D0%BE'%D1%82%D0%B8%D0%B2,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,249,ве́рить,to believe; to believe in,/ru/%D0%B2%D0%B5'%D1%80%D0%B8%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,250,чу́вство,sense; feeling,/ru/%D1%87%D1%83'%D0%B2%D1%81%D1%82%D0%B2%D0%BE,https://en.openrussian.org/vocab/B1?start=200
openrussian,B1,251,поря́док,order of magnitude; order; order; order; (plural) customs; Alright,/ru/%D0%BF%D0%BE%D1%80%D1%8F'%D0%B4%D0%BE%D0%BA,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,252,а́рмия,army,/ru/%D0%B0'%D1%80%D0%BC%D0%B8%D1%8F,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,253,немно́го,a little,/ru/%D0%BD%D0%B5%D0%BC%D0%BD%D0%BE'%D0%B3%D0%BE,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,254,игра́ть,to play,/ru/%D0%B8%D0%B3%D1%80%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,255,возмо́жность,opportunity; possibility,/ru/%D0%B2%D0%BE%D0%B7%D0%BC%D0%BE'%D0%B6%D0%BD%D0%BE%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,256,си́льный,strong,/ru/%D1%81%D0%B8'%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,257,ра́зве,Really...?; Perhaps...?; Only; Unless,/ru/%D1%80%D0%B0'%D0%B7%D0%B2%D0%B5,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,258,впро́чем,however,/ru/%D0%B2%D0%BF%D1%80%D0%BE'%D1%87%D0%B5%D0%BC,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,259,станови́ться,to become; to stand,/ru/%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,260,движе́ние,movement; traffic,/ru/%D0%B4%D0%B2%D0%B8%D0%B6%D0%B5'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,261,нос,nose; bow of a ship,/ru/%D0%BD%D0%BE%D1%81,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,262,знако́мый,acquainted; familiar (with) + c,/ru/%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE'%D0%BC%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,263,ого́нь,fire; flame; (Figuratively) Enthusiasm / Passion / Activity.; (Colloquial / To admire) Something amazing or excellent.,/ru/%D0%BE%D0%B3%D0%BE'%D0%BD%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,264,двор,yard,/ru/%D0%B4%D0%B2%D0%BE%D1%80,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,265,смочь,to be able,/ru/%D1%81%D0%BC%D0%BE%D1%87%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,266,ино́й,different,/ru/%D0%B8%D0%BD%D0%BE'%D0%B9,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,267,бежа́ть,to run,/ru/%D0%B1%D0%B5%D0%B6%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,268,ско́рый,quick; near; (rail transport) express,/ru/%D1%81%D0%BA%D0%BE'%D1%80%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,269,наве́рное,probably; for sure,/ru/%D0%BD%D0%B0%D0%B2%D0%B5'%D1%80%D0%BD%D0%BE%D0%B5,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,270,прие́хать,to arrive; to go,/ru/%D0%BF%D1%80%D0%B8%D0%B5'%D1%85%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,271,просто́й,simple; basic; (mathematics) prime,/ru/%D0%BF%D1%80%D0%BE%D1%81%D1%82%D0%BE'%D0%B9,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,272,приня́ть,to take; to accept; to receive; to take part,/ru/%D0%BF%D1%80%D0%B8%D0%BD%D1%8F'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,273,у́гол,corner; angle; dwelling,/ru/%D1%83'%D0%B3%D0%BE%D0%BB,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,274,смысл,sense; meaning,/ru/%D1%81%D0%BC%D1%8B%D1%81%D0%BB,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,275,откры́ть,to open,/ru/%D0%BE%D1%82%D0%BA%D1%80%D1%8B'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,276,о́бщество,society; company; сommercial enterprise,/ru/%D0%BE'%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,277,грудь,breast; chest,/ru/%D0%B3%D1%80%D1%83%D0%B4%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,278,вое́нный,(relational) war; military,/ru/%D0%B2%D0%BE%D0%B5'%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,279,происходи́ть,to happen; to derive; to arise,/ru/%D0%BF%D1%80%D0%BE%D0%B8%D1%81%D1%85%D0%BE%D0%B4%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,280,де́рево,tree,/ru/%D0%B4%D0%B5'%D1%80%D0%B5%D0%B2%D0%BE,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,281,не́мец,German; German man,/ru/%D0%BD%D0%B5'%D0%BC%D0%B5%D1%86,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,282,губа́,lip,/ru/%D0%B3%D1%83%D0%B1%D0%B0',https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,283,ли́бо,"or; either...or (in terms like 'либо .., либо'); any- / some- (in words combined with '-либо')",/ru/%D0%BB%D0%B8'%D0%B1%D0%BE,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,284,дя́дя,uncle,/ru/%D0%B4%D1%8F'%D0%B4%D1%8F,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,285,о́чередь,queue; turn; phase,/ru/%D0%BE'%D1%87%D0%B5%D1%80%D0%B5%D0%B4%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,286,кой,which; any,/ru/%D0%BA%D0%BE%D0%B9,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,287,фо́рма,"form; form (document); form; mold; model; uniform (sports, military)",/ru/%D1%84%D0%BE'%D1%80%D0%BC%D0%B0,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,288,зако́н,law,/ru/%D0%B7%D0%B0%D0%BA%D0%BE'%D0%BD,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,289,собира́ться,to gather; intend to; to get ready,/ru/%D1%81%D0%BE%D0%B1%D0%B8%D1%80%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,290,показа́ться,to appear; to show up; to seem,/ru/%D0%BF%D0%BE%D0%BA%D0%B0%D0%B7%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,291,домо́й,homeward,/ru/%D0%B4%D0%BE%D0%BC%D0%BE'%D0%B9,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,292,попа́сть,to find oneself in; to hit; to reach,/ru/%D0%BF%D0%BE%D0%BF%D0%B0'%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,293,услы́шать,to hear,/ru/%D1%83%D1%81%D0%BB%D1%8B'%D1%88%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,294,приходи́ть,to arrive,/ru/%D0%BF%D1%80%D0%B8%D1%85%D0%BE%D0%B4%D0%B8'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,295,крича́ть,to shout,/ru/%D0%BA%D1%80%D0%B8%D1%87%D0%B0'%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,296,состоя́ние,state/wealth/fortune(money); condition,/ru/%D1%81%D0%BE%D1%81%D1%82%D0%BE%D1%8F'%D0%BD%D0%B8%D0%B5,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,297,произойти́,to happen; to derive; to spring; had,/ru/%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%BE%D0%B9%D1%82%D0%B8',https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,298,сон,sleep; dream,/ru/%D1%81%D0%BE%D0%BD,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,299,подня́ться,to climb,/ru/%D0%BF%D0%BE%D0%B4%D0%BD%D1%8F'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,300,ла́дно,all right,/ru/%D0%BB%D0%B0'%D0%B4%D0%BD%D0%BE,https://en.openrussian.org/vocab/B1?start=250
openrussian,B1,301,карма́н,pocket,/ru/%D0%BA%D0%B0%D1%80%D0%BC%D0%B0'%D0%BD,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,302,ча́сто,often; closely together,/ru/%D1%87%D0%B0'%D1%81%D1%82%D0%BE,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,303,случи́ться,to happen; to come about (с + instrumental),/ru/%D1%81%D0%BB%D1%83%D1%87%D0%B8'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,304,зелёный,green,/ru/%D0%B7%D0%B5%D0%BB%D1%91%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,305,де́вочка,girl,/ru/%D0%B4%D0%B5'%D0%B2%D0%BE%D1%87%D0%BA%D0%B0,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,306,ка́мень,stone; (dental) tartar,/ru/%D0%BA%D0%B0'%D0%BC%D0%B5%D0%BD%D1%8C,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,307,снача́ла,firstly,/ru/%D1%81%D0%BD%D0%B0%D1%87%D0%B0'%D0%BB%D0%B0,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,308,ве́тер,wind,/ru/%D0%B2%D0%B5'%D1%82%D0%B5%D1%80,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,309,связь,connection; communication,/ru/%D1%81%D0%B2%D1%8F%D0%B7%D1%8C,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,310,стара́ться,to try,/ru/%D1%81%D1%82%D0%B0%D1%80%D0%B0'%D1%82%D1%8C%D1%81%D1%8F,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,311,гость,visitor,/ru/%D0%B3%D0%BE%D1%81%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,312,лу́чший,better,/ru/%D0%BB%D1%83'%D1%87%D1%88%D0%B8%D0%B9,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,313,зуб,tooth; plural: teeth,/ru/%D0%B7%D1%83%D0%B1,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,314,ме́ра,measurement; measuríng unit; measure,/ru/%D0%BC%D0%B5'%D1%80%D0%B0,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,315,век,century; age / epoch,/ru/%D0%B2%D0%B5%D0%BA,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,316,пое́хать,to go somewhere (in a vehicle); to go for a ride,/ru/%D0%BF%D0%BE%D0%B5'%D1%85%D0%B0%D1%82%D1%8C,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,317,но́мер,number,/ru/%D0%BD%D0%BE'%D0%BC%D0%B5%D1%80,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,318,стра́нный,strange,/ru/%D1%81%D1%82%D1%80%D0%B0'%D0%BD%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,319,стра́шный,terrible; scary,/ru/%D1%81%D1%82%D1%80%D0%B0'%D1%88%D0%BD%D1%8B%D0%B9,https://en.openrussian.org/vocab/B1?start=300
openrussian,B1,320,сре́дство,means; tool; remedy,/ru/%D1%81%D1%80%D0%B5'%D0%B4%D1%81%D1%82%D0%B2%D0%BE,https://en.openrussian.org/vocab/B1?start=300
